Set,Number,Purpose,Chem1,Chem2,Chem3,Chem4,Chem5,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,Mval_01.1,Mval_01.2,Mval_02,Mval_03.1,Mval_03.2,Mval_04,Mval_05,Mval_06.1,Mval_06.2,Remarks
20070120OPJ,20,Condition_1548,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.18,,87.01,,,,,-0.037,-0.026,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070121OPE,1,Condition_1549,,DXX,15,,909,Sub-II,80,90,80,40,200,22,40,30,130,4.31,,87.30,,,,,,,
20070121OPE,2,Condition_1549,,DXX,15,,909,Sub-II,80,90,80,40,200,22,40,30,130,4.35,,87.40,,,,,,,
20070121OPE,3,Condition_1549,,DXX,15,,909,Sub-II,80,90,80,40,200,22,40,30,130,4.36,,87.29,,,,,,,
20070121OPE,4,Condition_1549,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.09,,87.15,,,,,,,
20070121OPE,5,Condition_1549,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.32,,86.93,,,,,,,
20070121OPE,6,Condition_1549,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.31,,87.06,,,,,,,
20070121OPE,7,Condition_1549,,DXX,15,,909,Sub-II,115,90,80,40,200,22,40,30,130,4.40,,87.38,,,,,,,
20070121OPE,8,Condition_1549,,DXX,15,,909,Sub-II,115,90,80,40,200,22,40,30,130,4.33,,87.41,,,,,,,
20070121OPE,9,Condition_1549,,DXX,15,,909,Sub-II,115,90,80,40,200,22,40,30,130,4.25,,87.31,,,,,,,
20070121OPE,10,Condition_1549,,DXX,15,,909,Sub-II,130,90,80,40,200,22,40,30,130,4.29,,87.82,,,,,,,
20070121OPE,11,Condition_1549,,DXX,15,,909,Sub-II,130,90,80,40,200,22,40,30,130,4.24,,87.75,,,,,,,
20070121OPE,12,Condition_1549,,DXX,15,,909,Sub-II,130,90,80,40,200,22,40,30,130,4.27,,87.75,,,,,,,
20070121OPE,13,Condition_1549,,DXX,10,,909,Sub-II,80,90,80,40,200,22,40,30,130,4.20,,87.22,,,,,,,
20070121OPE,14,Condition_1549,,DXX,10,,909,Sub-II,80,90,80,40,200,22,40,30,130,4.33,,87.30,,,,,,,
20070121OPE,15,Condition_1549,,DXX,10,,909,Sub-II,80,90,80,40,200,22,40,30,130,4.27,,87.30,,,,,,,
20070121OPE,16,Condition_1549,,DXX,10,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.29,,86.94,,,,,,,
20070121OPE,17,Condition_1549,,DXX,10,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.21,,86.72,,,,,,,
20070121OPE,18,Condition_1549,,DXX,10,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.29,,86.92,,,,,,,
20070121OPE,19,Condition_1549,,DXX,10,,909,Sub-II,115,90,80,40,200,22,40,30,130,4.15,,87.01,,,,,,,
20070121OPE,20,Condition_1549,,DXX,10,,909,Sub-II,115,90,80,40,200,22,40,30,130,4.23,,87.31,,,,,,,
20070121OPE,21,Condition_1549,,DXX,10,,909,Sub-II,115,90,80,40,200,22,40,30,130,4.21,,87.14,,,,,,,
20070121OPE,22,Condition_1549,,DXX,10,,909,Sub-II,130,90,80,40,200,22,40,30,130,4.15,,87.68,,,,,,,
20070121OPE,23,Condition_1549,,DXX,10,,909,Sub-II,130,90,80,40,200,22,40,30,130,4.19,,87.48,,,,,,,
20070121OPE,24,Condition_1549,,DXX,10,,909,Sub-II,130,90,80,40,200,22,40,30,130,4.41,,87.71,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070212OPJ,1,Condition_1550,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,3.90,,88.26,99.65,98.24,24,,,,
20070212OPJ,2,Condition_1550,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,3.72,,88.28,99.67,98.38,22,,,,
20070212OPJ,3,Condition_1550,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.05,,88.43,99.71,98.13,28,,,,
20070212OPJ,4,Condition_1550,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.08,,88.49,99.69,98.35,23,,,,
20070212OPJ,5,Condition_1551,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,3.54,,87.43,99.56,97.55,33,,,,
20070212OPJ,6,Condition_1551,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.36,,87.37,99.77,98.09,26,,,,
20070212OPJ,7,Condition_1551,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.64,,87.57,99.71,97.88,29,,,,
20070212OPJ,8,Condition_1551,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,3.79,,87.33,99.75,98.25,23,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070213OPL,1,Condition_1552,CHM553,DXX,15,,909,Sub-II,90,150,75,30,200,20,40,30,130,,,,,,,,,,
20070213OPL,2,Condition_1552,CHM553,DXX,15,,909,Sub-II,90,150,75,30,200,20,40,30,130,,,,,,,,,,
20070213OPL,3,Condition_1552,CHM553,DXX,15,,909,Sub-II,90,150,75,30,200,20,40,30,130,,,,,,,,,,
20070213OPL,4,Condition_1552,CHM553,DXX,15,,909,Sub-II,90,150,75,30,200,20,40,30,130,,,,,,,,,,
20070213OPL,5,Condition_1552,CHM553,DXX,15,,909,Sub-II,90,150,75,30,200,20,40,30,130,,,,,,,,,,
20070213OPL,6,Condition_1552,CHM553,DXX,15,,909,Sub-II,90,150,75,30,200,20,40,30,130,,,,,,,,,,
20070213OPL,7,Condition_1552,CHM553,DXX,15,,909,Sub-II,110,150,75,30,200,20,40,30,130,4.56,,88.19,99.69,97.71,31,,-0.032,-0.024,
20070213OPL,8,Condition_1552,CHM553,DXX,15,,909,Sub-II,110,150,75,30,200,20,40,30,130,4.14,,87.97,99.70,97.83,30,,-0.036,-0.026,
20070213OPL,9,Condition_1552,CHM553,DXX,15,,909,Sub-II,110,150,75,30,200,20,40,30,130,4.16,,88.05,99.72,97.56,36,,-0.037,-0.025,
20070213OPL,10,Condition_1552,CHM553,DXX,15,,909,Sub-II,110,150,75,30,200,20,40,30,130,4.12,,87.92,99.59,97.23,37,,-0.029,-0.018,
20070213OPL,11,Condition_1552,CHM553,DXX,15,,909,Sub-II,110,150,75,30,200,20,40,30,130,4.36,,88.24,99.65,97.56,33,,-0.036,-0.025,
20070213OPL,12,Condition_1552,CHM553,DXX,15,,909,Sub-II,110,150,75,30,200,20,40,30,130,4.31,,88.16,99.71,97.76,32,,-0.038,-0.028,
20070213OPL,13,Condition_1552,CHM553,DXX,15,,909,Sub-II,130,150,75,30,200,20,40,30,130,4.22,,88.42,99.64,97.73,34,,-0.039,-0.028,
20070213OPL,14,Condition_1552,CHM553,DXX,15,,909,Sub-II,130,150,75,30,200,20,40,30,130,4.20,,88.33,99.68,97.86,29,,-0.036,-0.028,
20070213OPL,15,Condition_1552,CHM553,DXX,15,,909,Sub-II,130,150,75,30,200,20,40,30,130,6.24,,88.54,99.67,97.35,29,,-0.03,-0.021,
20070213OPL,16,Condition_1552,CHM553,DXX,15,,909,Sub-II,130,150,75,30,200,20,40,30,130,4.40,,88.53,99.67,97.85,29,,-0.034,-0.024,
20070213OPL,17,Condition_1552,CHM553,DXX,15,,909,Sub-II,130,150,75,30,200,20,40,30,130,4.10,,88.51,99.64,97.73,31,,-0.036,-0.027,
20070213OPL,18,Condition_1552,CHM553,DXX,15,,909,Sub-II,130,150,75,30,200,20,40,30,130,4.13,,88.59,_97.61,_96.1,_6,,-0.036,-0.027,
20070213OPL,19,Condition_1552,CHM553,DXX,15,,909,Sub-II,150,150,75,30,200,20,40,30,130,6.13,,88.61,99.54,97.14,32,,-0.027,-0.021,
20070213OPL,20,Condition_1552,CHM553,DXX,15,,909,Sub-II,150,150,75,30,200,20,40,30,130,4.19,,88.48,99.49,97.63,30,,-0.039,-0.029,
20070213OPL,21,Condition_1552,CHM553,DXX,15,,909,Sub-II,150,150,75,30,200,20,40,30,130,4.92,,88.48,99.56,97.68,27,,-0.033,-0.024,
20070213OPL,22,Condition_1552,CHM553,DXX,15,,909,Sub-II,150,150,75,30,200,20,40,30,130,4.12,,88.52,99.55,97.84,27,,-0.034,-0.025,
20070213OPL,23,Condition_1552,CHM553,DXX,15,,909,Sub-II,150,150,75,30,200,20,40,30,130,4.70,,88.54,99.56,97.60,30,,-0.03,-0.022,
20070213OPL,24,Condition_1552,CHM553,DXX,15,,909,Sub-II,150,150,75,30,200,20,40,30,130,3.98,,88.55,99.65,97.91,29,,-0.036,-0.026,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070213OPD,1,Condition_1552,CHM553,DXX,15,,909,Sub-II,80,150,75,30,200,20,40,30,130,4.32,,87.27,99.71,97.15,36,,-0.043,-0.031,
20070213OPD,2,Condition_1552,CHM553,DXX,15,,909,Sub-II,80,150,75,30,200,20,40,30,130,4.25,,87.42,99.69,96.82,43,,-0.042,-0.03,
20070213OPD,3,Condition_1552,CHM553,DXX,15,,909,Sub-II,80,150,75,30,200,20,40,30,130,4.76,,87.39,99.75,97.27,35,,-0.035,-0.024,
20070213OPD,4,Condition_1552,CHM553,DXX,15,,909,Sub-II,80,150,75,30,200,20,40,30,130,4.29,,87.51,99.71,97.15,39,,-0.037,-0.028,
20070213OPD,5,Condition_1552,CHM553,DXX,15,,909,Sub-II,80,150,75,30,200,20,40,30,130,4.49,,87.47,99.74,97.27,36,,-0.04,-0.027,
20070213OPD,6,Condition_1552,CHM553,DXX,15,,909,Sub-II,80,150,75,30,200,20,40,30,130,4.45,,87.53,99.63,96.87,44,,-0.038,-0.027,
20070213OPD,7,Condition_1552,CHM553,DXX,15,,909,Sub-II,100,150,75,30,200,20,40,30,130,3.95,,87.02,99.67,96.80,43,,-0.042,-0.031,
20070213OPD,8,Condition_1552,CHM553,DXX,15,,909,Sub-II,100,150,75,30,200,20,40,30,130,4.30,,87.07,99.65,96.94,38,,-0.043,-0.032,
20070213OPD,9,Condition_1552,CHM553,DXX,15,,909,Sub-II,100,150,75,30,200,20,40,30,130,3.78,,87.13,99.64,97.10,36,,-0.045,-0.032,
20070213OPD,10,Condition_1552,CHM553,DXX,15,,909,Sub-II,100,150,75,30,200,20,40,30,130,4.24,,87.16,99.62,96.11,56,,-0.048,-0.033,
20070213OPD,11,Condition_1552,CHM553,DXX,15,,909,Sub-II,100,150,75,30,200,20,40,30,130,4.17,,87.17,99.69,97.42,32,,-0.038,-0.027,
20070213OPD,12,Condition_1552,CHM553,DXX,15,,909,Sub-II,100,150,75,30,200,20,40,30,130,4.29,,87.15,99.78,97.23,38,,-0.041,-0.031,
20070213OPD,13,Condition_1552,CHM553,DXX,15,,909,Sub-II,120,150,75,30,200,20,40,30,130,4.46,,87.42,99.34,_95.45,53,,-0.04,-0.029,
20070213OPD,14,Condition_1552,CHM553,DXX,15,,909,Sub-II,120,150,75,30,200,20,40,30,130,4.34,,87.48,99.52,96.48,44,,-0.042,-0.033,
20070213OPD,15,Condition_1552,CHM553,DXX,15,,909,Sub-II,120,150,75,30,200,20,40,30,130,,,,,,,,,,
20070213OPD,16,Condition_1552,CHM553,DXX,15,,909,Sub-II,120,150,75,30,200,20,40,30,130,4.43,,87.52,99.70,96.83,39,,-0.037,-0.026,
20070213OPD,17,Condition_1552,CHM553,DXX,15,,909,Sub-II,120,150,75,30,200,20,40,30,130,4.16,,87.56,99.65,96.89,43,,-0.044,-0.031,
20070213OPD,18,Condition_1552,CHM553,DXX,15,,909,Sub-II,120,150,75,30,200,20,40,30,130,4.36,,87.50,99.60,96.30,48,,-0.038,-0.028,
20070213OPD,19,Condition_1552,CHM553,DXX,15,,909,Sub-II,140,150,75,30,200,20,40,30,130,4.58,,87.91,99.59,96.59,44,,-0.038,-0.027,
20070213OPD,20,Condition_1552,CHM553,DXX,15,,909,Sub-II,140,150,75,30,200,20,40,30,130,3.98,,88.04,99.57,96.65,46,,-0.042,-0.032,
20070213OPD,21,Condition_1552,CHM553,DXX,15,,909,Sub-II,140,150,75,30,200,20,40,30,130,3.85,,87.95,99.54,96.26,52,,-0.043,-0.031,
20070213OPD,22,Condition_1552,CHM553,DXX,15,,909,Sub-II,140,150,75,30,200,20,40,30,130,4.28,,87.93,99.50,96.00,53,,-0.039,-0.029,
20070213OPD,23,Condition_1552,CHM553,DXX,15,,909,Sub-II,140,150,75,30,200,20,40,30,130,3.77,,87.92,99.59,96.65,45,,-0.043,-0.031,
20070213OPD,24,Condition_1552,CHM553,DXX,15,,909,Sub-II,140,150,75,30,200,20,40,30,130,4.03,,87.87,99.51,95.89,59,,-0.048,-0.036,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070219OPD,1,Condition_1552,CHM553,DXX,15,,909,Sub-II,90,150,75,40,200,20,40,30,130,4.05,,86.99,99.64,96.99,46,,-0.046,-0.033,
20070219OPD,2,Condition_1552,CHM553,DXX,15,,909,Sub-II,90,150,75,40,200,20,40,30,130,4.13,,87.12,99.75,98.30,25,,-0.037,-0.025,
20070219OPD,3,Condition_1552,CHM553,DXX,15,,909,Sub-II,90,150,75,40,200,20,40,30,130,3.98,,87.13,99.73,98.15,26,,-0.036,-0.027,
20070219OPD,4,Condition_1552,CHM553,DXX,15,,909,Sub-II,90,150,75,40,200,20,40,30,130,4.42,,87.18,99.72,98.00,26,,-0.039,-0.029,
20070219OPD,5,Condition_1552,CHM553,DXX,15,,909,Sub-II,90,150,75,40,200,20,40,30,130,4.15,,87.04,99.69,98.35,22,,-0.037,-0.026,
20070219OPD,6,Condition_1552,CHM553,DXX,15,,909,Sub-II,110,150,75,40,200,20,40,30,130,4.34,,87.41,99.44,96.05,59,,-0.04,-0.026,
20070219OPD,7,Condition_1552,CHM553,DXX,15,,909,Sub-II,110,150,75,40,200,20,40,30,130,3.79,,87.31,99.76,98.43,25,,-0.042,-0.031,
20070219OPD,8,Condition_1552,CHM553,DXX,15,,909,Sub-II,110,150,75,40,200,20,40,30,130,4.28,,87.55,99.72,98.42,20,,-0.04,-0.028,
20070219OPD,9,Condition_1552,CHM553,DXX,15,,909,Sub-II,110,150,75,40,200,20,40,30,130,4.10,,87.44,99.77,98.34,22,,-0.044,-0.033,
20070219OPD,10,Condition_1552,CHM553,DXX,15,,909,Sub-II,110,150,75,40,200,20,40,30,130,4.12,,87.25,99.85,97.89,32,,-0.04,-0.029,
20070219OPD,11,Condition_1552,CHM553,DXX,15,,909,Sub-II,130,150,75,40,200,20,40,30,130,4.23,,87.89,99.62,97.69,30,,-0.044,-0.032,
20070219OPD,12,Condition_1552,CHM553,DXX,15,,909,Sub-II,130,150,75,40,200,20,40,30,130,4.02,,87.94,99.66,97.90,30,,-0.046,-0.033,
20070219OPD,13,Condition_1552,CHM553,DXX,15,,909,Sub-II,130,150,75,40,200,20,40,30,130,4.35,,87.84,99.65,97.39,35,,-0.038,-0.027,
20070219OPD,14,Condition_1552,CHM553,DXX,15,,909,Sub-II,130,150,75,40,200,20,40,30,130,4.36,,87.75,99.64,97.82,28,,-0.036,-0.025,
20070219OPD,15,Condition_1552,CHM553,DXX,15,,909,Sub-II,150,150,75,40,200,20,40,30,130,4.71,,87.29,99.51,97.52,26,,-0.032,-0.023,
20070219OPD,16,Condition_1552,CHM553,DXX,15,,909,Sub-II,150,150,75,40,200,20,40,30,130,4.20,,87.39,99.60,96.99,44,,-0.04,-0.027,
20070219OPD,17,Condition_1552,CHM553,DXX,15,,909,Sub-II,150,150,75,40,200,20,40,30,130,4.11,,87.19,99.55,97.82,26,,-0.035,-0.024,
20070219OPD,18,Condition_1552,CHM553,DXX,15,,909,Sub-II,150,150,75,40,200,20,40,30,130,4.45,,87.26,99.55,98.01,22,,-0.034,-0.027,
20070219OPD,19,Condition_1553,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.59,,87.10,99.76,98.00,33,,,,
20070219OPD,20,Condition_1553,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,3.75,,86.98,99.73,98.37,26,,,,
20070219OPD,21,Condition_1553,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.24,,87.10,99.77,98.45,24,,,,
20070219OPD,22,Condition_1553,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.19,,87.38,99.72,98.36,26,,,,
20070219OPD,23,Condition_1553,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.07,,86.89,,,,21,,,
20070219OPD,24,Condition_1553,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,3.93,,87.01,,,,18,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070225OPJ,1,Condition_1554,CHM553,DXX,15,,909,Sub-II,50,150,75,40,200,20,40,30,130,,,,,,,,,,
20070225OPJ,2,Condition_1554,CHM553,DXX,15,,909,Sub-II,50,150,75,40,200,20,40,30,130,4.42,,87.77,98.70,83.52,5,,,,
20070225OPJ,3,Condition_1554,CHM553,DXX,15,,909,Sub-II,50,150,75,40,200,20,40,30,130,4.34,,88.19,99.38,96.69,47,,-0.046,-0.034,
20070225OPJ,4,Condition_1554,CHM553,DXX,15,,909,Sub-II,50,150,75,40,200,20,40,30,130,4.64,,88.32,99.65,98.04,27,,-0.038,-0.027,
20070225OPJ,5,Condition_1554,CHM553,DXX,15,,909,Sub-II,60,150,75,40,200,20,40,30,130,6.88,,88.12,99.30,93.91,60,,-0.027,-0.018,
20070225OPJ,6,Condition_1554,CHM553,DXX,15,,909,Sub-II,60,150,75,40,200,20,40,30,130,4.12,,88.18,98.80,93.66,75,,-0.044,-0.032,
20070225OPJ,7,Condition_1554,CHM553,DXX,15,,909,Sub-II,60,150,75,40,200,20,40,30,130,4.04,,88.18,99.61,97.70,39,,Test-Failed,Test-Failed,
20070225OPJ,8,Condition_1554,CHM553,DXX,15,,909,Sub-II,60,150,75,40,200,20,40,30,130,4.25,,88.01,98.90,93.95,75,,-0.039,-0.029,
20070225OPJ,9,Condition_1554,CHM553,DXX,15,,909,Sub-II,70,150,75,40,200,20,40,30,130,4.27,,87.89,99.72,98.35,24,,-0.041,-0.03,
20070225OPJ,10,Condition_1554,CHM553,DXX,15,,909,Sub-II,70,150,75,40,200,20,40,30,130,4.41,,87.69,99.66,97.78,29,,-0.043,-0.032,
20070225OPJ,11,Condition_1554,CHM553,DXX,15,,909,Sub-II,70,150,75,40,200,20,40,30,130,4.11,,87.83,99.66,97.78,30,,-0.045,-0.032,
20070225OPJ,12,Condition_1554,CHM553,DXX,15,,909,Sub-II,70,150,75,40,200,20,40,30,130,,,,,,,,,,
20070225OPJ,13,Condition_1554,CHM553,DXX,15,,909,Sub-II,80,150,75,40,200,20,40,30,130,4.41,,87.61,99.37,96.52,43,,-0.043,-0.031,
20070225OPJ,14,Condition_1554,CHM553,DXX,15,,909,Sub-II,80,150,75,40,200,20,40,30,130,4.06,,87.43,99.67,97.90,28,,-0.044,-0.033,
20070225OPJ,15,Condition_1554,CHM553,DXX,15,,909,Sub-II,80,150,75,40,200,20,40,30,130,4.27,,87.51,99.68,97.97,28,,-0.044,-0.034,
20070225OPJ,16,Condition_1554,CHM553,DXX,15,,909,Sub-II,80,150,75,40,200,20,40,30,130,4.61,,87.47,99.60,97.42,31,,-0.04,-0.031,
20070225OPJ,17,Condition_1554,CHM553,DXX,15,,909,Sub-II,90,150,75,40,200,20,40,30,130,4.69,,87.21,99.79,98.53,17,,-0.04,-0.029,
20070225OPJ,18,Condition_1554,CHM553,DXX,15,,909,Sub-II,90,150,75,40,200,20,40,30,130,4.28,,87.21,99.74,98.32,21,,-0.046,-0.034,
20070225OPJ,19,Condition_1554,CHM553,DXX,15,,909,Sub-II,90,150,75,40,200,20,40,30,130,4.23,,87.25,99.41,97.12,32,,-0.044,-0.031,
20070225OPJ,20,Condition_1554,CHM553,DXX,15,,909,Sub-II,90,150,75,40,200,20,40,30,130,4.31,,87.42,99.50,93.59,104,,-0.044,-0.031,
20070225OPJ,21,Condition_1554,CHM553,DXX,15,,909,Sub-II,100,150,75,40,200,20,40,30,130,4.09,,87.59,99.74,98.51,18,,-0.039,-0.03,
20070225OPJ,22,Condition_1554,CHM553,DXX,15,,909,Sub-II,100,150,75,40,200,20,40,30,130,4.32,,87.49,99.60,97.83,26,,-0.037,-0.027,
20070225OPJ,23,Condition_1554,CHM553,DXX,15,,909,Sub-II,100,150,75,40,200,20,40,30,130,4.35,,87.51,99.68,98.05,23,,-0.038,-0.03,
20070225OPJ,24,Condition_1554,CHM553,DXX,15,,909,Sub-II,100,150,75,40,200,20,40,30,130,12.50,,85.50,99.69,94.97,20,,Test-Failed,Test-Failed,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070305OPD,1,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.65,,87.69,,,,27,,,
20070305OPD,2,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.08,,87.60,99.70,98.41,20,,,,
20070305OPD,3,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.22,,87.48,99.70,98.28,21,,,,
20070305OPD,4,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,3.97,,87.61,99.74,98.36,23,,,,
20070305OPD,5,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,,,,,,,,,,
20070305OPD,6,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.45,,87.30,99.66,98.33,21,,,,
20070305OPD,7,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.28,,87.14,99.66,97.76,29,,,,
20070305OPD,8,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.25,,87.67,99.68,97.94,28,,,,
20070305OPD,9,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,3.94,,87.59,,,,13,,,
20070305OPD,10,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.24,,87.55,99.59,98.09,26,,,,
20070305OPD,11,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.26,,87.74,99.72,98.04,25,,,,
20070305OPD,12,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.15,,87.39,99.72,98.34,24,,,,
20070305OPD,13,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,3.55,,87.73,,,,43,,,
20070305OPD,14,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.22,,87.17,99.65,97.58,33,,,,
20070305OPD,15,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.00,,87.54,99.61,97.90,30,,,,
20070305OPD,16,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.23,,87.66,99.77,97.90,29,,,,
20070305OPD,17,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.00,,87.41,,,,17,,,
20070305OPD,18,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,3.83,,86.39,99.86,97.27,14,,,,
20070305OPD,19,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.48,,87.68,99.70,97.94,27,,,,
20070305OPD,20,Condition_1555,CHM553,DXX,15,,909,Sub-II,115,150,75,40,200,20,40,30,130,4.00,,87.26,99.82,97.89,30,,,,
20070305OPD,21,Condition_1555,CHM553,DXX,15,,909,Sub-II,160,150,75,40,200,20,40,30,130,4.02,,87.82,,,,18,,,
20070305OPD,22,Condition_1555,CHM553,DXX,15,,909,Sub-II,160,150,75,40,200,20,40,30,130,4.09,,86.56,99.46,97.98,26,,-0.043,-0.031,
20070305OPD,23,Condition_1555,CHM553,DXX,15,,909,Sub-II,160,150,75,40,200,20,40,30,130,4.14,,87.64,99.56,97.94,28,,-0.04,-0.029,
20070305OPD,24,Condition_1555,CHM553,DXX,15,,909,Sub-II,160,150,75,40,200,20,40,30,130,4.08,,87.85,99.66,97.90,28,,-0.046,-0.036,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070318OPK,1,Condition_1556,,DXX,15,,7TSV1HI1,Sub-II,115,150,75,40,200,20,40,30,130,3.98,,87.88,99.63,98.48,20,,,,
20070318OPK,2,Condition_1556,,DXX,15,,7TSV1HI1,Sub-II,115,150,75,40,200,20,40,30,130,4.04,,87.70,99.64,98.34,22,,,,
20070318OPK,3,Condition_1556,,DXX,15,,7TSV1HI1,Sub-II,115,150,75,40,200,20,40,30,130,3.80,,87.75,99.66,98.30,24,,,,
20070318OPK,4,Condition_1556,,DXX,15,,7TSV1HI1,Sub-II,115,150,75,40,200,20,40,30,130,3.88,,87.72,99.64,98.48,21,,,,
20070318OPK,5,Condition_1556,,DXX,15,,6.3TSV6HI4,Sub-II,115,150,75,40,200,20,40,30,130,3.91,,87.80,99.62,98.41,22,,,,
20070318OPK,6,Condition_1556,,DXX,15,,6.3TSV6HI4,Sub-II,115,150,75,40,200,20,40,30,130,3.88,,87.70,99.72,98.57,23,,,,
20070318OPK,7,Condition_1556,,DXX,15,,6.3TSV6HI4,Sub-II,115,150,75,40,200,20,40,30,130,3.86,,87.78,99.62,98.34,24,,,,
20070318OPK,8,Condition_1556,,DXX,15,,6.3TSV6HI4,Sub-II,115,150,75,40,200,20,40,30,130,3.93,,87.75,99.62,98.32,23,,,,
20070318OPK,9,Condition_1556,,DXX,15,,6.1TSV1HI1,Sub-II,115,150,75,40,200,20,40,30,130,4.16,,87.91,99.62,98.14,25,,,,
20070318OPK,10,Condition_1556,,DXX,15,,6.1TSV1HI1,Sub-II,115,150,75,40,200,20,40,30,130,3.98,,87.77,99.63,98.24,23,,,,
20070318OPK,11,Condition_1556,,DXX,15,,6.1TSV1HI1,Sub-II,115,150,75,40,200,20,40,30,130,3.94,,87.65,99.60,98.12,24,,,,
20070318OPK,12,Condition_1556,,DXX,15,,6.1TSV1HI1,Sub-II,115,150,75,40,200,20,40,30,130,3.96,,87.78,99.58,98.27,23,,,,
20070318OPK,13,Condition_1556,,DXX,15,,6.3TSV55HI45,Sub-II,115,150,75,40,200,20,40,30,130,3.90,,87.66,99.56,98.30,24,,,,
20070318OPK,14,Condition_1556,,DXX,15,,6.3TSV55HI45,Sub-II,115,150,75,40,200,20,40,30,130,4.35,,87.79,99.60,98.19,24,,,,
20070318OPK,15,Condition_1556,,DXX,15,,6.3TSV55HI45,Sub-II,115,150,75,40,200,20,40,30,130,4.01,,87.61,99.57,98.13,26,,,,
20070318OPK,16,Condition_1556,,DXX,15,,6.3TSV55HI45,Sub-II,115,150,75,40,200,20,40,30,130,3.98,,87.77,99.57,98.13,26,,,,
20070318OPK,17,Condition_1556,,DXX,15,,5TSV50HI50,Sub-II,115,150,75,40,200,20,40,30,130,4.40,,87.71,98.89,96.38,42,,,,
20070318OPK,18,Condition_1556,,DXX,15,,5TSV50HI50,Sub-II,115,150,75,40,200,20,40,30,130,3.97,,87.67,99.18,97.30,36,,,,
20070318OPK,19,Condition_1556,,DXX,15,,5TSV50HI50,Sub-II,115,150,75,40,200,20,40,30,130,3.98,,87.65,99.20,97.42,33,,,,
